-12.5 306.3457597843027 322.8233407940753
-37.5 310.2732164056254 327.3815322966983
-62.5 314.6498749982548 332.11419572555104
-87.5 319.3661167055406 336.94532978027047
-112.5 324.33065785663285 341.80823374632797
-137.5 329.46662643628093 346.6430079955533
-162.5 334.70834972410165 351.39444849166813
-187.5 339.99870942737914 356.0102475465782
-212.5 345.2869475720584 360.4394285470793
-237.5 350.5268280844232 364.6309546725522
-262.5 355.67507636325007 368.53246133326815
-287.5 360.6900330242912 372.08906964889417
-312.5 365.530469037799 375.24224413578065
-337.5 370.15442284947324 377.92866218460034
-362.5 374.1960994312482 380.0790925081333
-387.5 377.39731331277665 381.70634324660404
-412.5 379.91360038952143 382.89818741090784
-437.5 381.8695278559959 383.72365130368206
-462.5 383.3644623134428 384.236395918458
-487.5 384.4773118510056 384.4774379848711
