-12.5 341.83131721117724 356.3061007919636
-37.5 340.9340622861014 357.09597159391086
-62.5 340.46950236781527 357.9780109208208
-87.5 340.40071573389156 358.93421303606215
-112.5 340.6942951378024 359.9475546560747
-137.5 341.31982613200813 361.0018232239428
-162.5 342.1957487493299 362.0814736811892
-187.5 343.4776753863262 363.1744232502357
-212.5 345.12333810101427 364.2593661583687
-237.5 347.0943557673658 365.3159406509647
-262.5 349.3555907991328 366.3245748576729
-287.5 351.87462790966293 367.2663689422129
-312.5 354.62135645643923 368.12300651277457
-337.5 357.56760750481374 368.8766893021352
-362.5 360.45559491070753 369.5100919395229
-387.5 363.0521207153354 370.01916488030736
-412.5 365.380903357497 370.4126697767245
-437.5 367.4643142342717 370.6986854898523
-462.5 369.3232556912866 370.8846117906282
-487.5 370.9771333778699 370.97718756176613
