-12.5 342.0066145963414 352.76638336399924
-37.5 341.3776588935044 353.8087010121224
-62.5 341.22913323205205 355.0142058229848
-87.5 341.5117754789697 356.3533249681247
-112.5 342.1811181187885 357.7982217719021
-137.5 343.19668212156296 359.32243670636626
-162.5 344.4202692147688 360.90059548451137
-187.5 346.0480452540594 362.51803286306165
-212.5 348.0251303953098 364.13926316720176
-237.5 350.30157767636206 365.73026634562484
-262.5 352.8315247219322 367.25819077635094
-287.5 355.57252971289716 368.6911247770423
-312.5 358.4850575516189 369.9979201819492
-337.5 361.5320535150763 371.14805450029246
-362.5 364.4499382782379 372.1115245306308
-387.5 367.00987974951977 372.88157047368804
-412.5 369.2462444932734 373.473775985277
-437.5 371.1905768991372 373.90210938086807
-462.5 372.87156968152675 374.17897985291444
-487.5 374.3151526753992 374.3153189335006
