-12.5 340.8100645593185 342.2276911569059
-37.5 339.5563877906156 342.7941200725336
-62.5 339.3931324628107 344.0791823812185
-87.5 340.1339129523622 345.94395814307205
-112.5 341.623742441253 348.2718786342743
-137.5 343.7302380001768 350.9614677306997
-162.5 346.3372234141003 353.9210533135895
-187.5 349.34003643944436 357.0648933303875
-212.5 352.6420708402114 360.31032545013863
-237.5 356.15222430727516 363.57565241869406
-262.5 359.78300518020586 366.77853972913186
-287.5 363.4491000158185 369.8347461448071
-312.5 367.06623998912073 372.65704298979307
-337.5 370.55021211585586 375.15421192870724
-362.5 373.63981623621163 377.23005872024197
-387.5 376.15614510792904 378.8619526871855
-412.5 378.1747480880964 380.10023189176167
-437.5 379.7597946617282 380.98688590323223
-462.5 380.96479960130347 381.5558722645076
-487.5 381.8335595355075 381.8336184451114
